Data Source in SDW: https://sdw.ecb.europa.eu/browse.do?node=9691296
,EXR.D.GBP.EUR.SP00.A
,"ECB reference exchange rate, UK pound sterling/Euro, 2:15 pm (C.E.T.)"
Collection:,Average of observations through period (A)
Period\Unit:,[UK pound sterling ]
2014-08-27,0.79400
2014-08-26,0.79605
2014-08-25,0.79567
2014-08-22,0.80030
2014-08-21,0.79925
2014-08-20,0.79810
2014-08-19,0.80265
2014-08-18,0.80020
2014-08-15,0.80215
2014-08-14,0.80160
2014-08-13,0.79970
2014-08-12,0.79550
2014-08-11,0.79760
2014-08-08,0.79670
2014-08-07,0.79400
2014-08-06,0.79285
2014-08-05,0.79390
2014-08-04,0.79720
2014-08-01,0.79610
2014-07-31,0.79280
2014-07-30,0.79170
2014-07-29,0.79240
2014-07-28,0.79055
2014-07-25,0.79115
2014-07-24,0.79215
2014-07-23,0.79080
2014-07-22,0.79050
2014-07-21,0.79150
2014-07-18,0.79155
2014-07-17,0.79090
2014-07-16,0.79030
2014-07-15,0.79310
2014-07-14,0.79660
2014-07-11,0.79410
2014-07-10,0.79505
2014-07-09,0.79555
2014-07-08,0.79385
2014-07-07,0.79385
2014-07-04,0.79260
2014-07-03,0.79650
2014-07-02,0.79580
2014-07-01,0.79810
2014-06-30,0.80150
2014-06-27,0.79965
2014-06-26,0.79910
2014-06-25,0.80225
2014-06-24,0.80150
2014-06-23,0.79940
2014-06-20,0.79750
2014-06-19,0.79985
2014-06-18,0.80050
2014-06-17,0.79940
2014-06-16,0.79740
2014-06-13,0.79790
2014-06-12,0.80390
2014-06-11,0.80700
2014-06-10,0.80750
2014-06-09,0.80985
2014-06-06,0.81080
2014-06-05,0.81030
2014-06-04,0.81300
2014-06-03,0.81470
2014-06-02,0.81290
2014-05-30,0.81310
2014-05-29,0.81450
2014-05-28,0.81250
2014-05-27,0.81100
2014-05-26,0.80990
2014-05-23,0.80935
2014-05-22,0.81040
2014-05-21,0.80940
2014-05-20,0.81400
2014-05-19,0.81460
2014-05-16,0.81480
2014-05-15,0.81520
2014-05-14,0.81770
2014-05-13,0.81395
2014-05-12,0.81515
2014-05-09,0.81725
2014-05-08,0.82330
2014-05-07,0.82070
2014-05-06,0.82115
2014-05-05,0.82293
2014-05-02,0.82140
2014-04-30,0.82300
2014-04-29,0.82220
2014-04-28,0.82280
2014-04-25,0.82285
2014-04-24,0.82300
2014-04-23,0.82390
2014-04-22,0.82050
2014-04-17,0.82430
2014-04-16,0.82390
2014-04-15,0.82510
2014-04-14,0.82740
2014-04-11,0.82910
2014-04-10,0.82720
2014-04-09,0.82375
2014-04-08,0.82420
2014-04-07,0.82710
2014-04-04,0.82670
2014-04-03,0.82970
2014-04-02,0.82800
2014-04-01,0.82920
2014-03-31,0.82820
2014-03-28,0.82720
2014-03-27,0.82770
2014-03-26,0.83360
2014-03-25,0.83480
2014-03-24,0.83540
2014-03-21,0.83570
2014-03-20,0.83455
2014-03-19,0.83680
2014-03-18,0.83830
2014-03-17,0.83675
2014-03-14,0.83665
2014-03-13,0.83545
2014-03-12,0.83590
2014-03-11,0.83360
2014-03-10,0.83380
2014-03-07,0.82850
2014-03-06,0.82340
2014-03-05,0.82170
2014-03-04,0.82460
2014-03-03,0.82305
2014-02-28,0.82625
2014-02-27,0.82035
2014-02-26,0.82260
2014-02-25,0.82395
2014-02-24,0.82465
2014-02-21,0.82183
2014-02-20,0.82200
2014-02-19,0.82510
2014-02-18,0.82330
2014-02-17,0.81885
2014-02-14,0.82035
2014-02-13,0.82150
2014-02-12,0.82160
2014-02-11,0.83075
2014-02-10,0.83160
2014-02-07,0.83140
2014-02-06,0.82875
2014-02-05,0.83220
2014-02-04,0.82905
2014-02-03,0.82590
2014-01-31,0.82135
2014-01-30,0.82380
2014-01-29,0.82210
2014-01-28,0.82285
2014-01-27,0.82505
2014-01-24,0.82910
2014-01-23,0.82175
2014-01-22,0.81900
2014-01-21,0.82390
2014-01-20,0.82620
2014-01-17,0.82620
2014-01-16,0.83215
2014-01-15,0.83020
2014-01-14,0.83145
2014-01-13,0.83170
2014-01-10,0.82800
2014-01-09,0.82575
2014-01-08,0.82770
2014-01-07,0.83115
2014-01-06,0.83030
2014-01-03,0.83045
2014-01-02,0.82820
2013-12-31,0.83370
2013-12-30,0.83640
2013-12-27,0.83665
2013-12-24,0.83603
2013-12-23,0.83770
2013-12-20,0.83480
2013-12-19,0.83490
2013-12-18,0.84010
2013-12-17,0.84560
2013-12-16,0.84385
2013-12-13,0.84370
2013-12-12,0.83970
2013-12-11,0.84025
2013-12-10,0.83645
2013-12-09,0.83765
2013-12-06,0.83580
2013-12-05,0.83130
2013-12-04,0.83000
2013-12-03,0.82710
2013-12-02,0.82605
2013-11-29,0.83275
2013-11-28,0.83215
2013-11-27,0.83405
2013-11-26,0.83830
2013-11-25,0.83480
2013-11-22,0.83440
2013-11-21,0.83500
2013-11-20,0.83765
2013-11-19,0.83850
2013-11-18,0.83880
2013-11-15,0.83770
2013-11-14,0.83715
2013-11-13,0.83990
2013-11-12,0.84470
2013-11-11,0.83810
2013-11-08,0.83525
2013-11-07,0.83210
2013-11-06,0.84030
2013-11-05,0.84030
2013-11-04,0.84560
2013-11-01,0.84635
2013-10-31,0.85020
2013-10-30,0.85590
2013-10-29,0.85670
2013-10-28,0.85340
2013-10-25,0.85190
2013-10-24,0.85370
2013-10-23,0.85160
2013-10-22,0.84760
2013-10-21,0.84650
2013-10-18,0.84515
2013-10-17,0.84760
2013-10-16,0.84590
2013-10-15,0.84635
2013-10-14,0.84830
2013-10-11,0.84900
2013-10-10,0.84810
2013-10-09,0.84640
2013-10-08,0.84265
2013-10-07,0.84370
2013-10-04,0.84690
2013-10-03,0.83940
2013-10-02,0.83410
2013-10-01,0.83450
2013-09-30,0.83605
2013-09-27,0.84000
2013-09-26,0.84180
2013-09-25,0.84165
2013-09-24,0.84431
2013-09-23,0.84115
2013-09-20,0.84360
2013-09-19,0.84200
2013-09-18,0.83580
2013-09-17,0.83970
2013-09-16,0.83850
2013-09-13,0.83990
2013-09-12,0.84100
2013-09-11,0.84140
2013-09-10,0.84380
2013-09-09,0.84130
2013-09-06,0.84200
2013-09-05,0.84310
2013-09-04,0.84380
2013-09-03,0.84730
2013-09-02,0.84775
2013-08-30,0.85395
2013-08-29,0.85490
2013-08-28,0.86320
2013-08-27,0.86090
2013-08-26,0.85850
2013-08-23,0.85910
2013-08-22,0.85505
2013-08-21,0.85295
2013-08-20,0.85490
2013-08-19,0.85290
2013-08-16,0.85325
2013-08-15,0.85330
2013-08-14,0.85440
2013-08-13,0.85955
2013-08-12,0.85860
2013-08-09,0.86135
2013-08-08,0.86200
2013-08-07,0.85955
2013-08-06,0.86575
2013-08-05,0.86425
2013-08-02,0.87135
2013-08-01,0.86920
2013-07-31,0.87350
2013-07-30,0.86735
2013-07-29,0.86340
2013-07-26,0.86105
2013-07-25,0.86370
2013-07-24,0.86260
2013-07-23,0.85955
2013-07-22,0.85900
2013-07-19,0.85995
2013-07-18,0.86090
2013-07-17,0.86315
2013-07-16,0.86930
2013-07-15,0.86470
2013-07-12,0.86270
2013-07-11,0.86290
2013-07-10,0.86020
2013-07-09,0.86500
2013-07-08,0.86160
2013-07-05,0.86055
2013-07-04,0.85980
2013-07-03,0.84920
2013-07-02,0.85790
2013-07-01,0.85625
2013-06-28,0.85720
2013-06-27,0.85310
2013-06-26,0.84820
2013-06-25,0.84860
2013-06-24,0.85115
2013-06-21,0.85330
2013-06-20,0.85450
2013-06-19,0.85580
2013-06-18,0.85620
2013-06-17,0.84755
2013-06-14,0.85150
2013-06-13,0.84950
2013-06-12,0.84825
2013-06-11,0.85390
2013-06-10,0.85040
2013-06-07,0.85130
2013-06-06,0.84910
2013-06-05,0.85105
2013-06-04,0.85580
2013-06-03,0.85180
2013-05-31,0.85365
2013-05-30,0.85570
2013-05-29,0.85695
2013-05-28,0.85530
2013-05-27,0.85560
2013-05-24,0.85695
2013-05-23,0.85515
2013-05-22,0.85570
2013-05-21,0.84910
2013-05-20,0.84560
2013-05-17,0.84475
2013-05-16,0.84550
2013-05-15,0.84640
2013-05-14,0.84815
2013-05-13,0.84410
2013-05-10,0.84430
2013-05-09,0.84435
2013-05-08,0.84690
2013-05-07,0.84420
2013-05-06,0.84310
2013-05-03,0.84310
2013-05-02,0.84660
2013-04-30,0.84430
2013-04-29,0.84400
2013-04-26,0.84000
2013-04-25,0.84580
2013-04-24,0.85250
2013-04-23,0.85165
2013-04-22,0.85630
2013-04-19,0.85440
2013-04-18,0.85480
2013-04-17,0.86130
2013-04-16,0.85690
2013-04-15,0.85290
2013-04-12,0.84970
2013-04-11,0.85200
2013-04-10,0.85480
2013-04-09,0.85175
2013-04-08,0.85095
2013-04-05,0.84910
2013-04-04,0.84745
2013-04-03,0.84840
2013-04-02,0.84690
2013-03-28,0.84560
2013-03-27,0.84515
2013-03-26,0.84900
2013-03-25,0.85160
2013-03-22,0.85280
2013-03-21,0.85165
2013-03-20,0.85520
2013-03-19,0.85585
2013-03-18,0.85620
2013-03-15,0.86400
2013-03-14,0.86570
2013-03-13,0.86780
2013-03-12,0.87630
2013-03-11,0.87335
2013-03-08,0.87100
2013-03-07,0.86500
2013-03-06,0.86440
2013-03-05,0.85980
2013-03-04,0.86400
2013-03-01,0.86470
2013-02-28,0.86300
2013-02-27,0.86405
2013-02-26,0.86330
2013-02-25,0.87890
2013-02-22,0.86205
2013-02-21,0.86420
2013-02-20,0.87330
2013-02-19,0.86310
2013-02-18,0.86190
2013-02-15,0.86040
2013-02-14,0.85940
2013-02-13,0.86600
2013-02-12,0.86150
2013-02-11,0.85350
2013-02-08,0.84635
2013-02-07,0.86240
2013-02-06,0.86310
2013-02-05,0.85990
2013-02-04,0.86190
2013-02-01,0.86170
2013-01-31,0.85700
2013-01-30,0.85830
2013-01-29,0.85360
2013-01-28,0.85450
2013-01-25,0.85140
2013-01-24,0.84390
2013-01-23,0.84070
2013-01-22,0.83965
2013-01-21,0.83900
2013-01-18,0.83720
2013-01-17,0.83410
2013-01-16,0.83010
2013-01-15,0.83025
2013-01-14,0.83120
2013-01-11,0.82320
2013-01-10,0.81720
2013-01-09,0.81505
2013-01-08,0.81450
2013-01-07,0.81170
2013-01-04,0.81230
2013-01-03,0.81075
2013-01-02,0.81400
2012-12-31,0.81610
2012-12-28,0.81695
2012-12-27,0.81990
2012-12-24,0.81750
2012-12-21,0.81420
2012-12-20,0.81460
2012-12-19,0.81610
2012-12-18,0.81280
2012-12-17,0.81200
2012-12-14,0.81150
2012-12-13,0.81005
2012-12-12,0.80775
2012-12-11,0.80740
2012-12-10,0.80440
2012-12-07,0.80610
2012-12-06,0.81135
2012-12-05,0.81190
2012-12-04,0.81230
2012-12-03,0.81210
2012-11-30,0.81080
2012-11-29,0.81053
2012-11-28,0.80687
2012-11-27,0.80810
2012-11-26,0.80995
2012-11-23,0.81010
2012-11-22,0.80770
2012-11-21,0.80370
2012-11-20,0.80465
2012-11-19,0.80320
2012-11-16,0.80245
2012-11-15,0.80545
2012-11-14,0.80260
2012-11-13,0.79965
2012-11-12,0.80200
2012-11-09,0.79725
2012-11-08,0.79655
2012-11-07,0.79840
2012-11-06,0.80095
2012-11-05,0.79990
2012-11-02,0.80160
2012-11-01,0.80315
2012-10-31,0.80645
2012-10-30,0.80620
2012-10-29,0.80455
2012-10-26,0.80120
2012-10-25,0.80490
2012-10-24,0.80830
2012-10-23,0.81365
2012-10-22,0.81450
2012-10-19,0.81275
2012-10-18,0.81190
2012-10-17,0.81150
2012-10-16,0.80970
2012-10-15,0.80745
2012-10-12,0.80650
2012-10-11,0.80525
2012-10-10,0.80495
2012-10-09,0.80790
2012-10-08,0.80840
2012-10-05,0.80325
2012-10-04,0.80395
2012-10-03,0.80085
2012-10-02,0.80060
2012-10-01,0.79830
2012-09-28,0.79805
2012-09-27,0.79390
2012-09-26,0.79490
2012-09-25,0.79650
2012-09-24,0.79680
2012-09-21,0.79870
2012-09-20,0.80017
2012-09-19,0.80270
2012-09-18,0.80350
2012-09-17,0.80695
2012-09-14,0.80745
2012-09-13,0.80145
2012-09-12,0.80170
2012-09-11,0.79780
2012-09-10,0.79970
2012-09-07,0.79670
2012-09-06,0.79360
2012-09-05,0.79035
2012-09-04,0.79210
2012-09-03,0.79120
2012-08-31,0.79525
2012-08-30,0.79110
2012-08-29,0.79180
2012-08-28,0.79470
2012-08-27,0.79244
2012-08-24,0.78960
2012-08-23,0.79110
2012-08-22,0.78785
2012-08-21,0.78835
2012-08-20,0.78345
2012-08-17,0.78515
2012-08-16,0.78195
2012-08-15,0.78260
2012-08-14,0.78600
2012-08-13,0.78615
2012-08-10,0.78610
2012-08-09,0.78710
2012-08-08,0.78880
2012-08-07,0.79340
2012-08-06,0.79500
2012-08-03,0.78745
2012-08-02,0.79040
2012-08-01,0.78750
2012-07-31,0.78395
2012-07-30,0.77985
2012-07-27,0.78295
2012-07-26,0.78280
2012-07-25,0.78320
2012-07-24,0.77850
2012-07-23,0.77980
2012-07-20,0.77835
2012-07-19,0.78300
2012-07-18,0.78400
2012-07-17,0.78615
2012-07-16,0.78440
2012-07-13,0.78750
2012-07-12,0.78860
2012-07-11,0.78815
2012-07-10,0.79210
2012-07-09,0.79360
2012-07-06,0.79650
2012-07-05,0.79840
2012-07-04,0.80320
2012-07-03,0.80275
2012-07-02,0.80410
2012-06-29,0.80680
2012-06-28,0.79885
2012-06-27,0.79990
2012-06-26,0.79960
2012-06-25,0.80285
2012-06-22,0.80420
2012-06-21,0.80695
2012-06-20,0.80600
2012-06-19,0.80520
2012-06-18,0.80600
2012-06-15,0.81190
2012-06-14,0.80920
2012-06-13,0.80630
2012-06-12,0.80385
2012-06-11,0.80770
2012-06-08,0.80795
2012-06-07,0.80860
2012-06-06,0.80630
2012-06-05,0.81005
2012-06-04,0.80845
2012-06-01,0.80500
2012-05-31,0.79990
2012-05-30,0.79775
2012-05-29,0.79940
2012-05-28,0.80010
2012-05-25,0.80030
2012-05-24,0.80095
2012-05-23,0.80440
2012-05-22,0.80870
2012-05-21,0.80750
2012-05-18,0.80420
2012-05-17,0.80080
2012-05-16,0.79925
2012-05-15,0.80010
2012-05-14,0.80000
2012-05-11,0.80330
2012-05-10,0.80180
2012-05-09,0.80495
2012-05-08,0.80645
2012-05-07,0.80647
2012-05-04,0.81195
2012-05-03,0.81125
2012-05-02,0.81205
2012-05-01,-
2012-04-30,0.81295
2012-04-27,0.81530
2012-04-26,0.81640
2012-04-25,0.81940
2012-04-24,0.81540
2012-04-23,0.81660
2012-04-20,0.81875
2012-04-19,0.81710
2012-04-18,0.81915
2012-04-17,0.82340
2012-04-16,0.82270
2012-04-13,0.82480
2012-04-12,0.82470
2012-04-11,0.82595
2012-04-10,0.82690
2012-04-09,-
2012-04-06,-
2012-04-05,0.82420
2012-04-04,0.82850
2012-04-03,0.83255
2012-04-02,0.83105
2012-03-30,0.83390
2012-03-29,0.83580
2012-03-28,0.83900
2012-03-27,0.83590
2012-03-26,0.83520
2012-03-23,0.83630
2012-03-22,0.83330
2012-03-21,0.83495
2012-03-20,0.83220
2012-03-19,0.82845
2012-03-16,0.82950
2012-03-15,0.83345
2012-03-14,0.83140
2012-03-13,0.83575
2012-03-12,0.83920
2012-03-09,0.83595
2012-03-08,0.83865
2012-03-07,0.83490
2012-03-06,0.83255
2012-03-05,0.83465
2012-03-02,0.83270
2012-03-01,0.83490
2012-02-29,0.84390
2012-02-28,0.84790
2012-02-27,0.84500
2012-02-24,0.84815
2012-02-23,0.84610
2012-02-22,0.84420
2012-02-21,0.83640
2012-02-20,0.83640
2012-02-17,0.83110
2012-02-16,0.82845
2012-02-15,0.83480
2012-02-14,0.83765
2012-02-13,0.83885
2012-02-10,0.83630
2012-02-09,0.83665
2012-02-08,0.83495
2012-02-07,0.83020
2012-02-06,0.82810
2012-02-03,0.83220
2012-02-02,0.82765
2012-02-01,0.83120
2012-01-31,0.83510
2012-01-30,0.83580
2012-01-27,0.83685
2012-01-26,0.83800
2012-01-25,0.83205
2012-01-24,0.83460
2012-01-23,0.83625
2012-01-20,0.83390
2012-01-19,0.83560
2012-01-18,0.83385
2012-01-17,0.83045
2012-01-16,0.82745
2012-01-13,0.83320
2012-01-12,0.83055
2012-01-11,0.82590
2012-01-10,0.82820
2012-01-09,0.82400
2012-01-06,0.82640
2012-01-05,0.82675
2012-01-04,0.83110
2012-01-03,0.83510
2012-01-02,0.83514
2011-12-30,0.83530
2011-12-29,0.83600
2011-12-28,0.83420
2011-12-27,0.83350
2011-12-26,-
2011-12-23,0.83310
2011-12-22,0.83250
2011-12-21,0.83230
2011-12-20,0.83680
2011-12-19,0.83980
2011-12-16,0.84055
2011-12-15,0.83935
2011-12-14,0.83900
2011-12-13,0.84625
2011-12-12,0.84800
2011-12-09,0.85315
2011-12-08,0.85280
2011-12-07,0.85745
2011-12-06,0.85655
2011-12-05,0.85925
2011-12-02,0.86020
2011-12-01,0.85910
2011-11-30,0.85580
2011-11-29,0.85365
2011-11-28,0.85820
2011-11-25,0.85585
2011-11-24,0.86060
2011-11-23,0.86030
2011-11-22,0.86570
2011-11-21,0.86000
2011-11-18,0.85805
2011-11-17,0.85400
2011-11-16,0.85430
2011-11-15,0.85345
2011-11-14,0.85660
2011-11-11,0.85680
2011-11-10,0.85335
2011-11-09,0.85385
2011-11-08,0.85805
2011-11-07,0.85655
2011-11-04,0.86125
2011-11-03,0.85930
2011-11-02,0.86190
2011-11-01,0.85515
2011-10-31,0.87310
2011-10-28,0.87935
2011-10-27,0.87630
2011-10-26,0.87190
2011-10-25,0.87010
2011-10-24,0.86910
2011-10-21,0.86775
2011-10-20,0.87500
2011-10-19,0.87495
2011-10-18,0.87020
2011-10-17,0.87400
2011-10-14,0.87480
2011-10-13,0.87585
2011-10-12,0.87535
2011-10-11,0.87020
2011-10-10,0.86890
2011-10-07,0.86480
2011-10-06,0.86680
2011-10-05,0.86300
2011-10-04,0.85650
2011-10-03,0.85960
2011-09-30,0.86665
2011-09-29,0.87065
2011-09-28,0.87175
2011-09-27,0.86980
2011-09-26,0.86960
2011-09-23,0.87235
2011-09-22,0.87325
2011-09-21,0.87310
2011-09-20,0.87230
2011-09-19,0.86810
2011-09-16,0.87170
2011-09-15,0.87295
2011-09-14,0.86950
2011-09-13,0.86315
2011-09-12,0.86015
2011-09-09,0.86590
2011-09-08,0.87670
2011-09-07,0.87800
2011-09-06,0.87710
2011-09-05,0.87510
2011-09-02,0.87890
2011-09-01,0.88120
2011-08-31,0.88560
2011-08-30,0.88365
2011-08-29,0.88460
2011-08-26,0.88565
2011-08-25,0.88120
2011-08-24,0.87710
2011-08-23,0.87600
2011-08-22,0.87365
2011-08-19,0.86965
2011-08-18,0.87060
2011-08-17,0.87760
2011-08-16,0.87850
2011-08-15,0.87700
2011-08-12,0.87635
2011-08-11,0.87570
2011-08-10,0.88430
2011-08-09,0.87310
2011-08-08,0.86910
2011-08-05,0.86905
2011-08-04,0.87145
2011-08-03,0.87255
2011-08-02,0.87180
2011-08-01,0.87955
2011-07-29,0.87485
2011-07-28,0.87390
2011-07-27,0.88310
2011-07-26,0.88235
2011-07-25,0.88250
2011-07-22,0.88270
2011-07-21,0.87870
2011-07-20,0.88065
2011-07-19,0.87890
2011-07-18,0.87315
2011-07-15,0.87750
2011-07-14,0.88095
2011-07-13,0.88230
2011-07-12,0.88265
2011-07-11,0.88070
2011-07-08,0.89320
2011-07-07,0.89210
2011-07-06,0.89485
2011-07-05,0.89840
2011-07-04,0.90150
2011-07-01,0.90500
2011-06-30,0.90255
2011-06-29,0.89980
2011-06-28,0.89420
2011-06-27,0.88970
2011-06-24,0.88855
2011-06-23,0.88960
2011-06-22,0.89310
2011-06-21,0.88670
2011-06-20,0.87950
2011-06-17,0.88260
2011-06-16,0.87530
2011-06-15,0.87970
2011-06-14,0.88100
2011-06-13,0.88060
2011-06-10,0.88840
2011-06-09,0.88940
2011-06-08,0.89290
2011-06-07,0.89245
2011-06-06,0.89030
2011-06-03,0.88750
2011-06-02,0.88295
2011-06-01,0.87705
2011-05-31,0.87205
2011-05-30,0.86710
2011-05-27,0.86685
2011-05-26,0.86850
2011-05-25,0.86720
2011-05-24,0.87285
2011-05-23,0.86975
2011-05-20,0.87705
2011-05-19,0.88130
2011-05-18,0.88065
2011-05-17,0.87290
2011-05-16,0.87250
2011-05-13,0.87795
2011-05-12,0.87015
2011-05-11,0.87075
2011-05-10,0.87790
2011-05-09,0.87925
2011-05-06,0.88390
2011-05-05,0.89865
2011-05-04,0.89990
2011-05-03,0.89695
2011-05-02,0.88920
2011-04-29,0.89170
2011-04-28,0.88880
2011-04-27,0.88640
2011-04-26,0.88715
2011-04-25,-
2011-04-22,-
2011-04-21,0.88130
2011-04-20,0.88670
2011-04-19,0.87800
2011-04-18,0.87750
2011-04-15,0.88380
2011-04-14,0.88250
2011-04-13,0.88980
2011-04-12,0.88845
2011-04-11,0.88360
2011-04-08,0.88095
2011-04-07,0.87590
2011-04-06,0.87750
2011-04-05,0.87285
2011-04-04,0.88095
2011-04-01,0.88150
2011-03-31,0.88370
2011-03-30,0.87890
2011-03-29,0.88145
2011-03-28,0.87825
2011-03-25,0.87780
2011-03-24,0.87410
2011-03-23,0.86990
2011-03-22,0.86780
2011-03-21,0.87170
2011-03-18,0.87380
2011-03-17,0.86745
2011-03-16,0.86730
2011-03-15,0.86740
2011-03-14,0.86590
2011-03-11,0.86120
2011-03-10,0.85655
2011-03-09,0.85900
2011-03-08,0.86050
2011-03-07,0.86100
2011-03-04,0.85805
2011-03-03,0.85130
2011-03-02,0.84780
2011-03-01,0.84940
2011-02-28,0.85280
2011-02-25,0.85530
2011-02-24,0.85130
2011-02-23,0.84590
2011-02-22,0.84584
2011-02-21,0.84250
2011-02-18,0.83950
2011-02-17,0.84090
2011-02-16,0.84190
2011-02-15,0.83750
2011-02-14,0.84000
2011-02-11,0.84570
2011-02-10,0.84780
2011-02-09,0.85000
2011-02-08,0.84860
2011-02-07,0.84020
2011-02-04,0.84720
2011-02-03,0.84865
2011-02-02,0.85190
2011-02-01,0.85360
2011-01-31,0.86090
2011-01-28,0.86090
2011-01-27,0.85955
2011-01-26,0.86325
2011-01-25,0.86200
2011-01-24,0.85160
2011-01-21,0.84825
2011-01-20,0.84360
2011-01-19,0.84330
2011-01-18,0.83565
2011-01-17,0.83610
2011-01-14,0.84220
2011-01-13,0.83575
2011-01-12,0.83155
2011-01-11,0.83190
2011-01-10,0.83180
2011-01-07,0.83830
2011-01-06,0.84450
2011-01-05,0.84830
2011-01-04,0.85875
2011-01-03,0.86131
2010-12-31,0.86075
2010-12-30,0.86020
2010-12-29,0.85390
2010-12-28,0.85345
2010-12-27,0.85230
2010-12-24,0.84960
2010-12-23,0.84820
2010-12-22,0.84920
2010-12-21,0.85030
2010-12-20,0.84620
2010-12-17,0.85185
2010-12-16,0.84795
2010-12-15,0.85290
2010-12-14,0.84865
2010-12-13,0.84375
2010-12-10,0.83715
2010-12-09,0.83820
2010-12-08,0.83670
2010-12-07,0.84670
2010-12-06,0.84720
2010-12-03,0.84800
2010-12-02,0.84450
2010-12-01,0.83930
2010-11-30,0.83765
2010-11-29,0.84400
2010-11-26,0.84470
2010-11-25,0.84645
2010-11-24,0.84380
2010-11-23,0.84795
2010-11-22,0.85490
2010-11-19,0.85520
2010-11-18,0.85220
2010-11-17,0.84895
2010-11-16,0.85100
2010-11-15,0.84790
2010-11-12,0.85070
2010-11-11,0.84910
2010-11-10,0.85685
2010-11-09,0.86235
2010-11-08,0.86270
2010-11-05,0.86790
2010-11-04,0.87585
2010-11-03,0.87030
2010-11-02,0.87490
2010-11-01,0.86675
2010-10-29,0.86860
2010-10-28,0.87040
2010-10-27,0.87235
2010-10-26,0.87685
2010-10-25,0.89255
2010-10-22,0.88730
2010-10-21,0.89020
2010-10-20,0.88200
2010-10-19,0.88060
2010-10-18,0.87470
2010-10-15,0.87750
2010-10-14,0.87920
2010-10-13,0.88120
2010-10-12,0.87360
2010-10-11,0.87460
2010-10-08,0.87510
2010-10-07,0.87465
2010-10-06,0.87260
2010-10-05,0.86670
2010-10-04,0.86560
2010-10-01,0.86760
2010-09-30,0.85995
2010-09-29,0.86180
2010-09-28,0.84985
2010-09-27,0.85040
2010-09-24,0.85345
2010-09-23,0.85050
2010-09-22,0.85530
2010-09-21,0.84545
2010-09-20,0.83830
2010-09-17,0.83575
2010-09-16,0.83720
2010-09-15,0.83550
2010-09-14,0.83430
2010-09-13,0.83120
2010-09-10,0.82340
2010-09-09,0.82580
2010-09-08,0.82205
2010-09-07,0.83160
2010-09-06,0.83825
2010-09-03,0.83320
2010-09-02,0.83275
2010-09-01,0.83105
2010-08-31,0.82480
2010-08-30,0.81650
2010-08-27,0.82060
2010-08-26,0.81745
2010-08-25,0.81850
2010-08-24,0.81930
2010-08-23,0.81690
2010-08-20,0.81910
2010-08-19,0.82055
2010-08-18,0.82330
2010-08-17,0.82300
2010-08-16,0.82110
2010-08-13,0.82120
2010-08-12,0.82060
2010-08-11,0.82780
2010-08-10,0.83520
2010-08-09,0.83040
2010-08-06,0.83010
2010-08-05,0.82930
2010-08-04,0.82840
2010-08-03,0.82980
2010-08-02,0.82600
2010-07-30,0.83490
2010-07-29,0.83670
2010-07-28,0.83395
2010-07-27,0.83820
2010-07-26,0.83425
2010-07-23,0.83720
2010-07-22,0.84280
2010-07-21,0.83945
2010-07-20,0.84745
2010-07-19,0.84830
2010-07-16,0.84535
2010-07-15,0.83565
2010-07-14,0.83430
2010-07-13,0.83180
2010-07-12,0.83630
2010-07-09,0.83600
2010-07-08,0.83560
2010-07-07,0.83190
2010-07-06,0.82950
2010-07-05,0.82750
2010-07-02,0.82520
2010-07-01,0.82215
2010-06-30,0.81745
2010-06-29,0.81040
2010-06-28,0.82000
2010-06-25,0.82360
2010-06-24,0.81850
2010-06-23,0.82290
2010-06-22,0.83400
2010-06-21,0.83410
2010-06-18,0.83570
2010-06-17,0.83490
2010-06-16,0.83085
2010-06-15,0.83200
2010-06-14,0.83080
2010-06-11,0.82930
2010-06-10,0.82520
2010-06-09,0.82590
2010-06-08,0.82805
2010-06-07,0.82460
2010-06-04,0.82745
2010-06-03,0.83570
2010-06-02,0.83345
2010-06-01,0.83470
2010-05-31,0.84863
2010-05-28,0.84995
2010-05-27,0.84625
2010-05-26,0.85470
2010-05-25,0.85205
2010-05-24,0.86080
2010-05-21,0.87035
2010-05-20,0.86440
2010-05-19,0.85805
2010-05-18,0.85895
2010-05-17,0.85540
2010-05-14,0.85710
2010-05-13,0.85300
2010-05-12,0.84940
2010-05-11,0.85960
2010-05-10,0.86405
2010-05-07,0.86805
2010-05-06,0.84295
2010-05-05,0.85510
2010-05-04,0.86325
2010-05-03,0.86800
2010-04-30,0.87030
2010-04-29,0.86785
2010-04-28,0.87080
2010-04-27,0.86705
2010-04-26,0.86240
2010-04-23,0.86730
2010-04-22,0.86675
2010-04-21,0.86900
2010-04-20,0.87650
2010-04-19,0.88050
2010-04-16,0.87710
2010-04-15,0.87735
2010-04-14,0.88140
2010-04-13,0.88120
2010-04-12,0.88250
2010-04-09,0.87200
2010-04-08,0.87500
2010-04-07,0.87885
2010-04-06,0.88240
2010-04-05,-
2010-04-02,-
2010-04-01,0.88485
2010-03-31,0.88980
2010-03-30,0.89330
2010-03-29,0.89940
2010-03-26,0.90040
2010-03-25,0.89440
2010-03-24,0.89460
2010-03-23,0.90050
2010-03-22,0.89900
2010-03-19,0.89450
2010-03-18,0.89400
2010-03-17,0.89620
2010-03-16,0.90690
2010-03-15,0.91050
2010-03-12,0.90830
2010-03-11,0.90860
2010-03-10,0.91140
2010-03-09,0.90640
2010-03-08,0.90240
2010-03-05,0.90250
